topic_id,topic,level,question,type,answer
04,Системы счисления,Средний,13,single,B
04,Системы счисления,Средний,14,single,C
04,Системы счисления,Средний,15,single,B
04,Системы счисления,Средний,16,single,C
04,Системы счисления,Средний,17,single,A
04,Системы счисления,Средний,18,single,A
04,Системы счисления,Средний,19,single,B
04,Системы счисления,Средний,20,single,A
04,Системы счисления,Средний,21,single,C
04,Системы счисления,Средний,22,single,D
04,Системы счисления,Средний,23,single,B
04,Системы счисления,Средний,24,single,B
04,Системы счисления,Средний,25,single,D
04,Системы счисления,Средний,26,context_single,D
04,Системы счисления,Средний,27,context_single,A
04,Системы счисления,Средний,28,context_single,D
04,Системы счисления,Средний,29,context_single,C
04,Системы счисления,Средний,30,context_single,D
04,Системы счисления,Средний,31,multi,CDE
04,Системы счисления,Средний,32,multi,CE
04,Системы счисления,Средний,33,multi,ACE
04,Системы счисления,Средний,34,multi,AE
04,Системы счисления,Средний,35,multi,ACD
04,Системы счисления,Средний,36,matching,1-A;2-B;3-D;4-C
04,Системы счисления,Средний,37,matching,1-C;2-A;3-B;4-D
04,Системы счисления,Средний,38,matching,1-B;2-A;3-D;4-C
04,Системы счисления,Средний,39,matching,1-C;2-A;3-B;4-D
04,Системы счисления,Средний,40,matching,1-B;2-C;3-A;4-D
04,Системы счисления,Высокий,1,single,B
04,Системы счисления,Высокий,2,single,C
04,Системы счисления,Высокий,3,single,B
04,Системы счисления,Высокий,4,single,A
04,Системы счисления,Высокий,5,single,A
04,Системы счисления,Высокий,6,single,A
04,Системы счисления,Высокий,7,single,C
04,Системы счисления,Высокий,8,single,A
04,Системы счисления,Высокий,9,single,D
04,Системы счисления,Высокий,10,single,C
04,Системы счисления,Высокий,11,single,D
04,Системы счисления,Высокий,12,single,B
04,Системы счисления,Высокий,13,single,B
04,Системы счисления,Высокий,14,single,B
04,Системы счисления,Высокий,15,single,B
04,Системы счисления,Высокий,16,single,B
04,Системы счисления,Высокий,17,single,C
04,Системы счисления,Высокий,18,single,B
04,Системы счисления,Высокий,19,single,C
04,Системы счисления,Высокий,20,single,C
04,Системы счисления,Высокий,21,single,A
04,Системы счисления,Высокий,22,single,C
04,Системы счисления,Высокий,23,single,B
04,Системы счисления,Высокий,24,single,C
04,Системы счисления,Высокий,25,single,B
04,Системы счисления,Высокий,26,context_single,B
04,Системы счисления,Высокий,27,context_single,A
04,Системы счисления,Высокий,28,context_single,B
04,Системы счисления,Высокий,29,context_single,D
04,Системы счисления,Высокий,30,context_single,D
04,Системы счисления,Высокий,31,multi,ADE
04,Системы счисления,Высокий,32,multi,AB
04,Системы счисления,Высокий,33,multi,ABE
04,Системы счисления,Высокий,34,multi,BE
04,Системы счисления,Высокий,35,multi,BCE
04,Системы счисления,Высокий,36,matching,1-C;2-B;3-A;4-D
04,Системы счисления,Высокий,37,matching,1-A;2-C;3-B;4-D
04,Системы счисления,Высокий,38,matching,1-D;2-B;3-C;4-A
04,Системы счисления,Высокий,39,matching,1-D;2-A;3-C;4-B
04,Системы счисления,Высокий,40,matching,1-A;2-C;3-B;4-D
05,Логические основы компьютера,Базовый,1,single,A
05,Логические основы компьютера,Базовый,2,single,C
05,Логические основы компьютера,Базовый,3,single,C
05,Логические основы компьютера,Базовый,4,single,A
05,Логические основы компьютера,Базовый,5,single,B
05,Логические основы компьютера,Базовый,6,single,D
05,Логические основы компьютера,Базовый,7,single,D
05,Логические основы компьютера,Базовый,8,single,A
05,Логические основы компьютера,Базовый,9,single,C
05,Логические основы компьютера,Базовый,10,single,A
05,Логические основы компьютера,Базовый,11,single,B
05,Логические основы компьютера,Базовый,12,single,B
05,Логические основы компьютера,Базовый,13,single,B
05,Логические основы компьютера,Базовый,14,single,D
05,Логические основы компьютера,Базовый,15,single,A
05,Логические основы компьютера,Базовый,16,single,A
05,Логические основы компьютера,Базовый,17,single,C
05,Логические основы компьютера,Базовый,18,single,B
05,Логические основы компьютера,Базовый,19,single,B
05,Логические основы компьютера,Базовый,20,single,C
05,Логические основы компьютера,Базовый,21,single,A
05,Логические основы компьютера,Базовый,22,single,C
05,Логические основы компьютера,Базовый,23,single,D
05,Логические основы компьютера,Базовый,24,single,B
05,Логические основы компьютера,Базовый,25,single,D
05,Логические основы компьютера,Базовый,26,context_single,B
05,Логические основы компьютера,Базовый,27,context_single,B
05,Логические основы компьютера,Базовый,28,context_single,D
05,Логические основы компьютера,Базовый,29,context_single,C
05,Логические основы компьютера,Базовый,30,context_single,B
05,Логические основы компьютера,Базовый,31,multi,BCE
05,Логические основы компьютера,Базовый,32,multi,ACD
05,Логические основы компьютера,Базовый,33,multi,ACD
05,Логические основы компьютера,Базовый,34,multi,ACD
05,Логические основы компьютера,Базовый,35,multi,BDE
05,Логические основы компьютера,Базовый,36,matching,1-B;2-D;3-C;4-A
05,Логические основы компьютера,Базовый,37,matching,1-A;2-D;3-B;4-C
05,Логические основы компьютера,Базовый,38,matching,1-C;2-D;3-B;4-A
05,Логические основы компьютера,Базовый,39,matching,1-D;2-B;3-C;4-A
05,Логические основы компьютера,Базовый,40,matching,1-D;2-C;3-A;4-B
05,Логические основы компьютера,Средний,1,single,C
05,Логические основы компьютера,Средний,2,single,D
05,Логические основы компьютера,Средний,3,single,D
05,Логические основы компьютера,Средний,4,single,A
05,Логические основы компьютера,Средний,5,single,A
05,Логические основы компьютера,Средний,6,single,D
05,Логические основы компьютера,Средний,7,single,D
05,Логические основы компьютера,Средний,8,single,D
05,Логические основы компьютера,Средний,9,single,A
05,Логические основы компьютера,Средний,10,single,C
05,Логические основы компьютера,Средний,11,single,A
05,Логические основы компьютера,Средний,12,single,C
05,Логические основы компьютера,Средний,13,single,D
05,Логические основы компьютера,Средний,14,single,A
05,Логические основы компьютера,Средний,15,single,B
05,Логические основы компьютера,Средний,16,single,B
05,Логические основы компьютера,Средний,17,single,A
05,Логические основы компьютера,Средний,18,single,C
05,Логические основы компьютера,Средний,19,single,D
05,Логические основы компьютера,Средний,20,single,D
05,Логические основы компьютера,Средний,21,single,C
05,Логические основы компьютера,Средний,22,single,C
05,Логические основы компьютера,Средний,23,single,B
05,Логические основы компьютера,Средний,24,single,A
05,Логические основы компьютера,Средний,25,single,C
05,Логические основы компьютера,Средний,26,context_single,A
05,Логические основы компьютера,Средний,27,context_single,A
05,Логические основы компьютера,Средний,28,context_single,A
05,Логические основы компьютера,Средний,29,context_single,D
05,Логические основы компьютера,Средний,30,context_single,D
05,Логические основы компьютера,Средний,31,multi,ACD
05,Логические основы компьютера,Средний,32,multi,BCD
05,Логические основы компьютера,Средний,33,multi,ABE
05,Логические основы компьютера,Средний,34,multi,ACD
05,Логические основы компьютера,Средний,35,multi,BCD
05,Логические основы компьютера,Средний,36,matching,1-C;2-D;3-A;4-B
05,Логические основы компьютера,Средний,37,matching,1-D;2-B;3-A;4-C
05,Логические основы компьютера,Средний,38,matching,1-A;2-D;3-B;4-C
05,Логические основы компьютера,Средний,39,matching,1-A;2-C;3-D;4-B
05,Логические основы компьютера,Средний,40,matching,1-D;2-B;3-A;4-C
05,Логические основы компьютера,Высокий,1,single,D
05,Логические основы компьютера,Высокий,2,single,D
05,Логические основы компьютера,Высокий,3,single,A
05,Логические основы компьютера,Высокий,4,single,A
05,Логические основы компьютера,Высокий,5,single,D
05,Логические основы компьютера,Высокий,6,single,B
05,Логические основы компьютера,Высокий,7,single,A
05,Логические основы компьютера,Высокий,8,single,D
05,Логические основы компьютера,Высокий,9,single,D
05,Логические основы компьютера,Высокий,10,single,A
05,Логические основы компьютера,Высокий,11,single,A
05,Логические основы компьютера,Высокий,12,single,D
05,Логические основы компьютера,Высокий,13,single,D
05,Логические основы компьютера,Высокий,14,single,C
05,Логические основы компьютера,Высокий,15,single,A
05,Логические основы компьютера,Высокий,16,single,C
05,Логические основы компьютера,Высокий,17,single,A
05,Логические основы компьютера,Высокий,18,single,A
05,Логические основы компьютера,Высокий,19,single,A
05,Логические основы компьютера,Высокий,20,single,A
05,Логические основы компьютера,Высокий,21,single,D
05,Логические основы компьютера,Высокий,22,single,C
05,Логические основы компьютера,Высокий,23,single,A
05,Логические основы компьютера,Высокий,24,single,A
05,Логические основы компьютера,Высокий,25,single,A
05,Логические основы компьютера,Высокий,26,context_single,A
05,Логические основы компьютера,Высокий,27,context_single,A
05,Логические основы компьютера,Высокий,28,context_single,D
05,Логические основы компьютера,Высокий,29,context_single,B
05,Логические основы компьютера,Высокий,30,context_single,C
05,Логические основы компьютера,Высокий,31,multi,ADE
05,Логические основы компьютера,Высокий,32,multi,BCD
05,Логические основы компьютера,Высокий,33,multi,ACE
05,Логические основы компьютера,Высокий,34,multi,BCE
05,Логические основы компьютера,Высокий,35,multi,ABC
05,Логические основы компьютера,Высокий,36,matching,1-D;2-C;3-A;4-B
05,Логические основы компьютера,Высокий,37,matching,1-D;2-C;3-B;4-A
05,Логические основы компьютера,Высокий,38,matching,1-C;2-B;3-A;4-D
05,Логические основы компьютера,Высокий,39,matching,1-A;2-C;3-B;4-D
05,Логические основы компьютера,Высокий,40,matching,1-B;2-D;3-A;4-C
06,Программирование алгоритмов на языке программирования Python,Базовый,1,single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,2,single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,3,single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,4,single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,5,single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,6,single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,7,single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,8,single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,9,single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,10,single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,11,single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,12,single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,13,single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,14,single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,15,single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,16,single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,17,single,C
06,Программирование алгоритмов на языке программирования Python,Базовый,18,single,C
06,Программирование алгоритмов на языке программирования Python,Базовый,19,single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,20,single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,21,single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,22,single,C
06,Программирование алгоритмов на языке программирования Python,Базовый,23,single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,24,single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,25,single,C
06,Программирование алгоритмов на языке программирования Python,Базовый,26,context_single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,27,context_single,D
06,Программирование алгоритмов на языке программирования Python,Базовый,28,context_single,B
06,Программирование алгоритмов на языке программирования Python,Базовый,29,context_single,A
06,Программирование алгоритмов на языке программирования Python,Базовый,30,context_single,C
06,Программирование алгоритмов на языке программирования Python,Базовый,31,multi,BCE
06,Программирование алгоритмов на языке программирования Python,Базовый,32,multi,AC
06,Программирование алгоритмов на языке программирования Python,Базовый,33,multi,ADE
06,Программирование алгоритмов на языке программирования Python,Базовый,34,multi,DE
06,Программирование алгоритмов на языке программирования Python,Базовый,35,multi,ABC
06,Программирование алгоритмов на языке программирования Python,Базовый,36,matching,1-D;2-C;3-B;4-A
06,Программирование алгоритмов на языке программирования Python,Базовый,37,matching,1-D;2-A;3-B;4-C
06,Программирование алгоритмов на языке программирования Python,Базовый,38,matching,1-A;2-D;3-C;4-B
06,Программирование алгоритмов на языке программирования Python,Базовый,39,matching,1-C;2-A;3-D;4-B
06,Программирование алгоритмов на языке программирования Python,Базовый,40,matching,1-D;2-B;3-A;4-C
06,Программирование алгоритмов на языке программирования Python,Средний,1,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,2,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,3,single,B
06,Программирование алгоритмов на языке программирования Python,Средний,4,single,B
06,Программирование алгоритмов на языке программирования Python,Средний,5,single,A
06,Программирование алгоритмов на языке программирования Python,Средний,6,single,B
06,Программирование алгоритмов на языке программирования Python,Средний,7,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,8,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,9,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,10,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,11,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,12,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,13,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,14,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,15,single,D
06,Программирование алгоритмов на языке программирования Python,Средний,16,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,17,single,B
06,Программирование алгоритмов на языке программирования Python,Средний,18,single,A
06,Программирование алгоритмов на языке программирования Python,Средний,19,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,20,single,B
06,Программирование алгоритмов на языке программирования Python,Средний,21,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,22,single,B
06,Программирование алгоритмов на языке программирования Python,Средний,23,single,B
06,Программирование алгоритмов на языке программирования Python,Средний,24,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,25,single,C
06,Программирование алгоритмов на языке программирования Python,Средний,26,context_single,C
06,Программирование алгоритмов на языке программирования Python,Средний,27,context_single,D
06,Программирование алгоритмов на языке программирования Python,Средний,28,context_single,A
06,Программирование алгоритмов на языке программирования Python,Средний,29,context_single,B
06,Программирование алгоритмов на языке программирования Python,Средний,30,context_single,C
06,Программирование алгоритмов на языке программирования Python,Средний,31,multi,ABC
06,Программирование алгоритмов на языке программирования Python,Средний,32,multi,BD
06,Программирование алгоритмов на языке программирования Python,Средний,33,multi,ADE
06,Программирование алгоритмов на языке программирования Python,Средний,34,multi,AC
06,Программирование алгоритмов на языке программирования Python,Средний,35,multi,ADE
06,Программирование алгоритмов на языке программирования Python,Средний,36,matching,1-C;2-A;3-D;4-B
06,Программирование алгоритмов на языке программирования Python,Средний,37,matching,1-B;2-C;3-A;4-D
06,Программирование алгоритмов на языке программирования Python,Средний,38,matching,1-D;2-A;3-B;4-C
06,Программирование алгоритмов на языке программирования Python,Средний,39,matching,1-B;2-A;3-C;4-D
06,Программирование алгоритмов на языке программирования Python,Средний,40,matching,1-C;2-A;3-D;4-B
06,Программирование алгоритмов на языке программирования Python,Высокий,1,single,B
06,Программирование алгоритмов на языке программирования Python,Высокий,2,single,B
06,Программирование алгоритмов на языке программирования Python,Высокий,3,single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,4,single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,5,single,B
06,Программирование алгоритмов на языке программирования Python,Высокий,6,single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,7,single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,8,single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,9,single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,10,single,B
06,Программирование алгоритмов на языке программирования Python,Высокий,11,single,D
06,Программирование алгоритмов на языке программирования Python,Высокий,12,single,B
06,Программирование алгоритмов на языке программирования Python,Высокий,13,single,D
06,Программирование алгоритмов на языке программирования Python,Высокий,14,single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,15,single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,16,single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,17,single,B
06,Программирование алгоритмов на языке программирования Python,Высокий,18,single,D
06,Программирование алгоритмов на языке программирования Python,Высокий,19,single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,20,single,D
06,Программирование алгоритмов на языке программирования Python,Высокий,21,single,D
06,Программирование алгоритмов на языке программирования Python,Высокий,22,single,B
06,Программирование алгоритмов на языке программирования Python,Высокий,23,single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,24,single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,25,single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,26,context_single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,27,context_single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,28,context_single,C
06,Программирование алгоритмов на языке программирования Python,Высокий,29,context_single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,30,context_single,A
06,Программирование алгоритмов на языке программирования Python,Высокий,31,multi,ACD
06,Программирование алгоритмов на языке программирования Python,Высокий,32,multi,AB
06,Программирование алгоритмов на языке программирования Python,Высокий,33,multi,ADE
06,Программирование алгоритмов на языке программирования Python,Высокий,34,multi,BD
06,Программирование алгоритмов на языке программирования Python,Высокий,35,multi,BDE
06,Программирование алгоритмов на языке программирования Python,Высокий,36,matching,1-A;2-B;3-C;4-D
06,Программирование алгоритмов на языке программирования Python,Высокий,37,matching,1-C;2-A;3-D;4-B
06,Программирование алгоритмов на языке программирования Python,Высокий,38,matching,1-D;2-A;3-B;4-C
06,Программирование алгоритмов на языке программирования Python,Высокий,39,matching,1-B;2-C;3-A;4-D
06,Программирование алгоритмов на языке программирования Python,Высокий,40,matching,1-A;2-B;3-D;4-C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,1,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,2,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,3,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,4,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,5,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,6,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,7,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,8,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,9,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,10,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,11,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,12,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,13,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,14,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,15,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,16,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,17,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,18,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,19,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,20,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,21,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,22,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,23,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,24,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,25,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,26,context_single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,27,context_single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,28,context_single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,29,context_single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,30,context_single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,31,multi,ABE
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,32,multi,CD
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,33,multi,BDE
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,34,multi,CE
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,35,multi,ACD
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,36,matching,1-B;2-A;3-C;4-D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,37,matching,1-D;2-B;3-C;4-A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,38,matching,1-D;2-A;3-C;4-B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,39,matching,1-A;2-D;3-B;4-C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Базовый,40,matching,1-A;2-C;3-D;4-B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,1,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,2,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,3,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,4,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,5,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,6,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,7,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,8,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,9,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,10,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,11,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,12,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,13,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,14,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,15,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,16,single,C
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,17,single,A
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,18,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,19,single,D
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,20,single,B
07,"Алгоритмы и программы (Функция, Рекурсия, работа со строками, работа с файлами, сортировка, граф)",Средний,21,single,C
