file,topic,topic_name,level,question,answer
t04_m.md,t04,Дыхание,Средний,40,1-D; 2-C; 3-A; 4-B
t04_h.md,t04,Дыхание,Высокий,1,A
t04_h.md,t04,Дыхание,Высокий,2,D
t04_h.md,t04,Дыхание,Высокий,3,C
t04_h.md,t04,Дыхание,Высокий,4,C
t04_h.md,t04,Дыхание,Высокий,5,A
t04_h.md,t04,Дыхание,Высокий,6,D
t04_h.md,t04,Дыхание,Высокий,7,B
t04_h.md,t04,Дыхание,Высокий,8,A
t04_h.md,t04,Дыхание,Высокий,9,C
t04_h.md,t04,Дыхание,Высокий,10,B
t04_h.md,t04,Дыхание,Высокий,11,A
t04_h.md,t04,Дыхание,Высокий,12,D
t04_h.md,t04,Дыхание,Высокий,13,B
t04_h.md,t04,Дыхание,Высокий,14,B
t04_h.md,t04,Дыхание,Высокий,15,A
t04_h.md,t04,Дыхание,Высокий,16,D
t04_h.md,t04,Дыхание,Высокий,17,B
t04_h.md,t04,Дыхание,Высокий,18,C
t04_h.md,t04,Дыхание,Высокий,19,C
t04_h.md,t04,Дыхание,Высокий,20,D
t04_h.md,t04,Дыхание,Высокий,21,D
t04_h.md,t04,Дыхание,Высокий,22,D
t04_h.md,t04,Дыхание,Высокий,23,C
t04_h.md,t04,Дыхание,Высокий,24,D
t04_h.md,t04,Дыхание,Высокий,25,D
t04_h.md,t04,Дыхание,Высокий,26,A
t04_h.md,t04,Дыхание,Высокий,27,A
t04_h.md,t04,Дыхание,Высокий,28,C
t04_h.md,t04,Дыхание,Высокий,29,D
t04_h.md,t04,Дыхание,Высокий,30,C
t04_h.md,t04,Дыхание,Высокий,31,BD
t04_h.md,t04,Дыхание,Высокий,32,CD
t04_h.md,t04,Дыхание,Высокий,33,BD
t04_h.md,t04,Дыхание,Высокий,34,BC
t04_h.md,t04,Дыхание,Высокий,35,CD
t04_h.md,t04,Дыхание,Высокий,36,1-A; 2-D; 3-C; 4-B
t04_h.md,t04,Дыхание,Высокий,37,1-D; 2-C; 3-A; 4-B
t04_h.md,t04,Дыхание,Высокий,38,1-C; 2-A; 3-B; 4-D
t04_h.md,t04,Дыхание,Высокий,39,1-B; 2-D; 3-A; 4-C
t04_h.md,t04,Дыхание,Высокий,40,1-D; 2-C; 3-A; 4-B
t05_b.md,t05,Выделение,Базовый,1,D
t05_b.md,t05,Выделение,Базовый,2,D
t05_b.md,t05,Выделение,Базовый,3,D
t05_b.md,t05,Выделение,Базовый,4,A
t05_b.md,t05,Выделение,Базовый,5,A
t05_b.md,t05,Выделение,Базовый,6,D
t05_b.md,t05,Выделение,Базовый,7,B
t05_b.md,t05,Выделение,Базовый,8,B
t05_b.md,t05,Выделение,Базовый,9,B
t05_b.md,t05,Выделение,Базовый,10,C
t05_b.md,t05,Выделение,Базовый,11,C
t05_b.md,t05,Выделение,Базовый,12,A
t05_b.md,t05,Выделение,Базовый,13,C
t05_b.md,t05,Выделение,Базовый,14,A
t05_b.md,t05,Выделение,Базовый,15,D
t05_b.md,t05,Выделение,Базовый,16,A
t05_b.md,t05,Выделение,Базовый,17,B
t05_b.md,t05,Выделение,Базовый,18,B
t05_b.md,t05,Выделение,Базовый,19,B
t05_b.md,t05,Выделение,Базовый,20,C
t05_b.md,t05,Выделение,Базовый,21,D
t05_b.md,t05,Выделение,Базовый,22,C
t05_b.md,t05,Выделение,Базовый,23,C
t05_b.md,t05,Выделение,Базовый,24,B
t05_b.md,t05,Выделение,Базовый,25,A
t05_b.md,t05,Выделение,Базовый,26,D
t05_b.md,t05,Выделение,Базовый,27,B
t05_b.md,t05,Выделение,Базовый,28,C
t05_b.md,t05,Выделение,Базовый,29,D
t05_b.md,t05,Выделение,Базовый,30,A
t05_b.md,t05,Выделение,Базовый,31,AC
t05_b.md,t05,Выделение,Базовый,32,AC
t05_b.md,t05,Выделение,Базовый,33,CD
t05_b.md,t05,Выделение,Базовый,34,AB
t05_b.md,t05,Выделение,Базовый,35,AC
t05_b.md,t05,Выделение,Базовый,36,1-D; 2-C; 3-B; 4-A
t05_b.md,t05,Выделение,Базовый,37,1-D; 2-A; 3-C; 4-B
t05_b.md,t05,Выделение,Базовый,38,1-D; 2-A; 3-C; 4-B
t05_b.md,t05,Выделение,Базовый,39,1-C; 2-D; 3-A; 4-B
t05_b.md,t05,Выделение,Базовый,40,1-B; 2-D; 3-C; 4-A
t05_m.md,t05,Выделение,Средний,1,D
t05_m.md,t05,Выделение,Средний,2,B
t05_m.md,t05,Выделение,Средний,3,B
t05_m.md,t05,Выделение,Средний,4,C
t05_m.md,t05,Выделение,Средний,5,B
t05_m.md,t05,Выделение,Средний,6,A
t05_m.md,t05,Выделение,Средний,7,C
t05_m.md,t05,Выделение,Средний,8,A
t05_m.md,t05,Выделение,Средний,9,C
t05_m.md,t05,Выделение,Средний,10,A
t05_m.md,t05,Выделение,Средний,11,B
t05_m.md,t05,Выделение,Средний,12,C
t05_m.md,t05,Выделение,Средний,13,C
t05_m.md,t05,Выделение,Средний,14,B
t05_m.md,t05,Выделение,Средний,15,B
t05_m.md,t05,Выделение,Средний,16,A
t05_m.md,t05,Выделение,Средний,17,D
t05_m.md,t05,Выделение,Средний,18,C
t05_m.md,t05,Выделение,Средний,19,B
t05_m.md,t05,Выделение,Средний,20,A
t05_m.md,t05,Выделение,Средний,21,A
t05_m.md,t05,Выделение,Средний,22,B
t05_m.md,t05,Выделение,Средний,23,C
t05_m.md,t05,Выделение,Средний,24,B
t05_m.md,t05,Выделение,Средний,25,A
t05_m.md,t05,Выделение,Средний,26,C
t05_m.md,t05,Выделение,Средний,27,D
t05_m.md,t05,Выделение,Средний,28,D
t05_m.md,t05,Выделение,Средний,29,D
t05_m.md,t05,Выделение,Средний,30,D
t05_m.md,t05,Выделение,Средний,31,AD
t05_m.md,t05,Выделение,Средний,32,AB
t05_m.md,t05,Выделение,Средний,33,AB
t05_m.md,t05,Выделение,Средний,34,AC
t05_m.md,t05,Выделение,Средний,35,AC
t05_m.md,t05,Выделение,Средний,36,1-A; 2-D; 3-C; 4-B
t05_m.md,t05,Выделение,Средний,37,1-D; 2-B; 3-A; 4-C
t05_m.md,t05,Выделение,Средний,38,1-C; 2-B; 3-A; 4-D
t05_m.md,t05,Выделение,Средний,39,1-B; 2-C; 3-D; 4-A
t05_m.md,t05,Выделение,Средний,40,1-B; 2-C; 3-D; 4-A
t05_h.md,t05,Выделение,Высокий,1,B
t05_h.md,t05,Выделение,Высокий,2,B
t05_h.md,t05,Выделение,Высокий,3,C
t05_h.md,t05,Выделение,Высокий,4,C
t05_h.md,t05,Выделение,Высокий,5,B
t05_h.md,t05,Выделение,Высокий,6,D
t05_h.md,t05,Выделение,Высокий,7,B
t05_h.md,t05,Выделение,Высокий,8,B
t05_h.md,t05,Выделение,Высокий,9,B
t05_h.md,t05,Выделение,Высокий,10,A
t05_h.md,t05,Выделение,Высокий,11,B
t05_h.md,t05,Выделение,Высокий,12,D
t05_h.md,t05,Выделение,Высокий,13,A
t05_h.md,t05,Выделение,Высокий,14,D
t05_h.md,t05,Выделение,Высокий,15,A
t05_h.md,t05,Выделение,Высокий,16,A
t05_h.md,t05,Выделение,Высокий,17,B
t05_h.md,t05,Выделение,Высокий,18,C
t05_h.md,t05,Выделение,Высокий,19,B
t05_h.md,t05,Выделение,Высокий,20,A
t05_h.md,t05,Выделение,Высокий,21,D
t05_h.md,t05,Выделение,Высокий,22,C
t05_h.md,t05,Выделение,Высокий,23,B
t05_h.md,t05,Выделение,Высокий,24,A
t05_h.md,t05,Выделение,Высокий,25,B
t05_h.md,t05,Выделение,Высокий,26,A
t05_h.md,t05,Выделение,Высокий,27,C
t05_h.md,t05,Выделение,Высокий,28,A
t05_h.md,t05,Выделение,Высокий,29,C
t05_h.md,t05,Выделение,Высокий,30,D
t05_h.md,t05,Выделение,Высокий,31,CD
t05_h.md,t05,Выделение,Высокий,32,BC
t05_h.md,t05,Выделение,Высокий,33,CD
t05_h.md,t05,Выделение,Высокий,34,AB
t05_h.md,t05,Выделение,Высокий,35,AC
t05_h.md,t05,Выделение,Высокий,36,1-A; 2-C; 3-B; 4-D
t05_h.md,t05,Выделение,Высокий,37,1-A; 2-B; 3-C; 4-D
t05_h.md,t05,Выделение,Высокий,38,1-B; 2-D; 3-C; 4-A
t05_h.md,t05,Выделение,Высокий,39,1-D; 2-B; 3-A; 4-C
t05_h.md,t05,Выделение,Высокий,40,1-D; 2-B; 3-C; 4-A
t06_b.md,t06,Движение. Биофизика,Базовый,1,A
t06_b.md,t06,Движение. Биофизика,Базовый,2,C
t06_b.md,t06,Движение. Биофизика,Базовый,3,C
t06_b.md,t06,Движение. Биофизика,Базовый,4,D
t06_b.md,t06,Движение. Биофизика,Базовый,5,D
t06_b.md,t06,Движение. Биофизика,Базовый,6,B
t06_b.md,t06,Движение. Биофизика,Базовый,7,B
t06_b.md,t06,Движение. Биофизика,Базовый,8,B
t06_b.md,t06,Движение. Биофизика,Базовый,9,B
t06_b.md,t06,Движение. Биофизика,Базовый,10,C
t06_b.md,t06,Движение. Биофизика,Базовый,11,B
t06_b.md,t06,Движение. Биофизика,Базовый,12,C
t06_b.md,t06,Движение. Биофизика,Базовый,13,D
t06_b.md,t06,Движение. Биофизика,Базовый,14,B
t06_b.md,t06,Движение. Биофизика,Базовый,15,D
t06_b.md,t06,Движение. Биофизика,Базовый,16,B
t06_b.md,t06,Движение. Биофизика,Базовый,17,A
t06_b.md,t06,Движение. Биофизика,Базовый,18,A
t06_b.md,t06,Движение. Биофизика,Базовый,19,D
t06_b.md,t06,Движение. Биофизика,Базовый,20,B
t06_b.md,t06,Движение. Биофизика,Базовый,21,A
t06_b.md,t06,Движение. Биофизика,Базовый,22,C
t06_b.md,t06,Движение. Биофизика,Базовый,23,C
t06_b.md,t06,Движение. Биофизика,Базовый,24,A
t06_b.md,t06,Движение. Биофизика,Базовый,25,A
t06_b.md,t06,Движение. Биофизика,Базовый,26,B
t06_b.md,t06,Движение. Биофизика,Базовый,27,B
t06_b.md,t06,Движение. Биофизика,Базовый,28,A
t06_b.md,t06,Движение. Биофизика,Базовый,29,B
t06_b.md,t06,Движение. Биофизика,Базовый,30,C
t06_b.md,t06,Движение. Биофизика,Базовый,31,AB
t06_b.md,t06,Движение. Биофизика,Базовый,32,CD
t06_b.md,t06,Движение. Биофизика,Базовый,33,CD
t06_b.md,t06,Движение. Биофизика,Базовый,34,BD
t06_b.md,t06,Движение. Биофизика,Базовый,35,BD
t06_b.md,t06,Движение. Биофизика,Базовый,36,1-A; 2-D; 3-C; 4-B
t06_b.md,t06,Движение. Биофизика,Базовый,37,1-C; 2-A; 3-D; 4-B
t06_b.md,t06,Движение. Биофизика,Базовый,38,1-A; 2-C; 3-D; 4-B
t06_b.md,t06,Движение. Биофизика,Базовый,39,1-A; 2-B; 3-D; 4-C
t06_b.md,t06,Движение. Биофизика,Базовый,40,1-C; 2-A; 3-B; 4-D
t06_m.md,t06,Движение. Биофизика,Средний,1,D
t06_m.md,t06,Движение. Биофизика,Средний,2,D
t06_m.md,t06,Движение. Биофизика,Средний,3,B
t06_m.md,t06,Движение. Биофизика,Средний,4,C
t06_m.md,t06,Движение. Биофизика,Средний,5,D
t06_m.md,t06,Движение. Биофизика,Средний,6,D
t06_m.md,t06,Движение. Биофизика,Средний,7,D
t06_m.md,t06,Движение. Биофизика,Средний,8,C
t06_m.md,t06,Движение. Биофизика,Средний,9,C
t06_m.md,t06,Движение. Биофизика,Средний,10,B
t06_m.md,t06,Движение. Биофизика,Средний,11,C
t06_m.md,t06,Движение. Биофизика,Средний,12,A
t06_m.md,t06,Движение. Биофизика,Средний,13,B
t06_m.md,t06,Движение. Биофизика,Средний,14,D
t06_m.md,t06,Движение. Биофизика,Средний,15,C
t06_m.md,t06,Движение. Биофизика,Средний,16,A
t06_m.md,t06,Движение. Биофизика,Средний,17,C
t06_m.md,t06,Движение. Биофизика,Средний,18,C
t06_m.md,t06,Движение. Биофизика,Средний,19,A
t06_m.md,t06,Движение. Биофизика,Средний,20,C
t06_m.md,t06,Движение. Биофизика,Средний,21,A
t06_m.md,t06,Движение. Биофизика,Средний,22,D
t06_m.md,t06,Движение. Биофизика,Средний,23,B
t06_m.md,t06,Движение. Биофизика,Средний,24,C
t06_m.md,t06,Движение. Биофизика,Средний,25,D
t06_m.md,t06,Движение. Биофизика,Средний,26,A
t06_m.md,t06,Движение. Биофизика,Средний,27,C
t06_m.md,t06,Движение. Биофизика,Средний,28,A
t06_m.md,t06,Движение. Биофизика,Средний,29,A
t06_m.md,t06,Движение. Биофизика,Средний,30,D
t06_m.md,t06,Движение. Биофизика,Средний,31,AD
t06_m.md,t06,Движение. Биофизика,Средний,32,AB
t06_m.md,t06,Движение. Биофизика,Средний,33,CD
t06_m.md,t06,Движение. Биофизика,Средний,34,AC
t06_m.md,t06,Движение. Биофизика,Средний,35,CD
t06_m.md,t06,Движение. Биофизика,Средний,36,1-D; 2-B; 3-C; 4-A
t06_m.md,t06,Движение. Биофизика,Средний,37,1-A; 2-B; 3-C; 4-D
t06_m.md,t06,Движение. Биофизика,Средний,38,1-A; 2-B; 3-D; 4-C
t06_m.md,t06,Движение. Биофизика,Средний,39,1-A; 2-B; 3-C; 4-D
t06_m.md,t06,Движение. Биофизика,Средний,40,1-D; 2-A; 3-C; 4-B
t06_h.md,t06,Движение. Биофизика,Высокий,1,A
t06_h.md,t06,Движение. Биофизика,Высокий,2,C
t06_h.md,t06,Движение. Биофизика,Высокий,3,C
t06_h.md,t06,Движение. Биофизика,Высокий,4,A
t06_h.md,t06,Движение. Биофизика,Высокий,5,A
t06_h.md,t06,Движение. Биофизика,Высокий,6,B
t06_h.md,t06,Движение. Биофизика,Высокий,7,D
t06_h.md,t06,Движение. Биофизика,Высокий,8,D
t06_h.md,t06,Движение. Биофизика,Высокий,9,C
t06_h.md,t06,Движение. Биофизика,Высокий,10,A
t06_h.md,t06,Движение. Биофизика,Высокий,11,C
t06_h.md,t06,Движение. Биофизика,Высокий,12,D
t06_h.md,t06,Движение. Биофизика,Высокий,13,A
t06_h.md,t06,Движение. Биофизика,Высокий,14,C
t06_h.md,t06,Движение. Биофизика,Высокий,15,D
t06_h.md,t06,Движение. Биофизика,Высокий,16,D
t06_h.md,t06,Движение. Биофизика,Высокий,17,C
t06_h.md,t06,Движение. Биофизика,Высокий,18,A
t06_h.md,t06,Движение. Биофизика,Высокий,19,B
t06_h.md,t06,Движение. Биофизика,Высокий,20,C
t06_h.md,t06,Движение. Биофизика,Высокий,21,B
t06_h.md,t06,Движение. Биофизика,Высокий,22,A
t06_h.md,t06,Движение. Биофизика,Высокий,23,A
t06_h.md,t06,Движение. Биофизика,Высокий,24,C
t06_h.md,t06,Движение. Биофизика,Высокий,25,A
t06_h.md,t06,Движение. Биофизика,Высокий,26,B
t06_h.md,t06,Движение. Биофизика,Высокий,27,D
t06_h.md,t06,Движение. Биофизика,Высокий,28,A
t06_h.md,t06,Движение. Биофизика,Высокий,29,D
t06_h.md,t06,Движение. Биофизика,Высокий,30,D
t06_h.md,t06,Движение. Биофизика,Высокий,31,BC
t06_h.md,t06,Движение. Биофизика,Высокий,32,AC
t06_h.md,t06,Движение. Биофизика,Высокий,33,AC
t06_h.md,t06,Движение. Биофизика,Высокий,34,CD
t06_h.md,t06,Движение. Биофизика,Высокий,35,AB
t06_h.md,t06,Движение. Биофизика,Высокий,36,1-D; 2-C; 3-A; 4-B
t06_h.md,t06,Движение. Биофизика,Высокий,37,1-D; 2-B; 3-C; 4-A
t06_h.md,t06,Движение. Биофизика,Высокий,38,1-A; 2-D; 3-C; 4-B
t06_h.md,t06,Движение. Биофизика,Высокий,39,1-B; 2-D; 3-A; 4-C
t06_h.md,t06,Движение. Биофизика,Высокий,40,1-C; 2-B; 3-D; 4-A
t07_b.md,t07,Координация и регуляция,Базовый,1,A
t07_b.md,t07,Координация и регуляция,Базовый,2,C
t07_b.md,t07,Координация и регуляция,Базовый,3,D
t07_b.md,t07,Координация и регуляция,Базовый,4,D
t07_b.md,t07,Координация и регуляция,Базовый,5,C
t07_b.md,t07,Координация и регуляция,Базовый,6,C
t07_b.md,t07,Координация и регуляция,Базовый,7,A
t07_b.md,t07,Координация и регуляция,Базовый,8,D
t07_b.md,t07,Координация и регуляция,Базовый,9,B
t07_b.md,t07,Координация и регуляция,Базовый,10,A
t07_b.md,t07,Координация и регуляция,Базовый,11,C
t07_b.md,t07,Координация и регуляция,Базовый,12,A
t07_b.md,t07,Координация и регуляция,Базовый,13,B
t07_b.md,t07,Координация и регуляция,Базовый,14,C
t07_b.md,t07,Координация и регуляция,Базовый,15,B
t07_b.md,t07,Координация и регуляция,Базовый,16,C
t07_b.md,t07,Координация и регуляция,Базовый,17,B
t07_b.md,t07,Координация и регуляция,Базовый,18,A
t07_b.md,t07,Координация и регуляция,Базовый,19,D
t07_b.md,t07,Координация и регуляция,Базовый,20,A
t07_b.md,t07,Координация и регуляция,Базовый,21,C
t07_b.md,t07,Координация и регуляция,Базовый,22,D
t07_b.md,t07,Координация и регуляция,Базовый,23,D
t07_b.md,t07,Координация и регуляция,Базовый,24,A
t07_b.md,t07,Координация и регуляция,Базовый,25,D
t07_b.md,t07,Координация и регуляция,Базовый,26,D
t07_b.md,t07,Координация и регуляция,Базовый,27,B
t07_b.md,t07,Координация и регуляция,Базовый,28,C
t07_b.md,t07,Координация и регуляция,Базовый,29,C
t07_b.md,t07,Координация и регуляция,Базовый,30,B
t07_b.md,t07,Координация и регуляция,Базовый,31,AC
t07_b.md,t07,Координация и регуляция,Базовый,32,BD
t07_b.md,t07,Координация и регуляция,Базовый,33,AC
t07_b.md,t07,Координация и регуляция,Базовый,34,AD
t07_b.md,t07,Координация и регуляция,Базовый,35,BD
t07_b.md,t07,Координация и регуляция,Базовый,36,1-D; 2-B; 3-C; 4-A
t07_b.md,t07,Координация и регуляция,Базовый,37,1-A; 2-D; 3-B; 4-C
t07_b.md,t07,Координация и регуляция,Базовый,38,1-A; 2-C; 3-D; 4-B
t07_b.md,t07,Координация и регуляция,Базовый,39,1-C; 2-D; 3-B; 4-A
t07_b.md,t07,Координация и регуляция,Базовый,40,1-D; 2-B; 3-A; 4-C
t07_m.md,t07,Координация и регуляция,Средний,1,D
t07_m.md,t07,Координация и регуляция,Средний,2,C
t07_m.md,t07,Координация и регуляция,Средний,3,B
t07_m.md,t07,Координация и регуляция,Средний,4,D
t07_m.md,t07,Координация и регуляция,Средний,5,B
t07_m.md,t07,Координация и регуляция,Средний,6,C
t07_m.md,t07,Координация и регуляция,Средний,7,D
t07_m.md,t07,Координация и регуляция,Средний,8,B
t07_m.md,t07,Координация и регуляция,Средний,9,C
t07_m.md,t07,Координация и регуляция,Средний,10,C
t07_m.md,t07,Координация и регуляция,Средний,11,D
t07_m.md,t07,Координация и регуляция,Средний,12,A
t07_m.md,t07,Координация и регуляция,Средний,13,A
t07_m.md,t07,Координация и регуляция,Средний,14,C
t07_m.md,t07,Координация и регуляция,Средний,15,C
t07_m.md,t07,Координация и регуляция,Средний,16,A
t07_m.md,t07,Координация и регуляция,Средний,17,C
t07_m.md,t07,Координация и регуляция,Средний,18,A
t07_m.md,t07,Координация и регуляция,Средний,19,A
t07_m.md,t07,Координация и регуляция,Средний,20,B
t07_m.md,t07,Координация и регуляция,Средний,21,B
t07_m.md,t07,Координация и регуляция,Средний,22,D
t07_m.md,t07,Координация и регуляция,Средний,23,A
t07_m.md,t07,Координация и регуляция,Средний,24,D
t07_m.md,t07,Координация и регуляция,Средний,25,B
t07_m.md,t07,Координация и регуляция,Средний,26,C
t07_m.md,t07,Координация и регуляция,Средний,27,C
t07_m.md,t07,Координация и регуляция,Средний,28,C
t07_m.md,t07,Координация и регуляция,Средний,29,C
t07_m.md,t07,Координация и регуляция,Средний,30,C
t07_m.md,t07,Координация и регуляция,Средний,31,AC
t07_m.md,t07,Координация и регуляция,Средний,32,AC
t07_m.md,t07,Координация и регуляция,Средний,33,AB
t07_m.md,t07,Координация и регуляция,Средний,34,CD
t07_m.md,t07,Координация и регуляция,Средний,35,CD
t07_m.md,t07,Координация и регуляция,Средний,36,1-D; 2-A; 3-C; 4-B
t07_m.md,t07,Координация и регуляция,Средний,37,1-B; 2-C; 3-D; 4-A
t07_m.md,t07,Координация и регуляция,Средний,38,1-D; 2-B; 3-A; 4-C
t07_m.md,t07,Координация и регуляция,Средний,39,1-A; 2-D; 3-C; 4-B
t07_m.md,t07,Координация и регуляция,Средний,40,1-D; 2-B; 3-C; 4-A
t07_h.md,t07,Координация и регуляция,Высокий,1,D
t07_h.md,t07,Координация и регуляция,Высокий,2,D
t07_h.md,t07,Координация и регуляция,Высокий,3,B
t07_h.md,t07,Координация и регуляция,Высокий,4,C
t07_h.md,t07,Координация и регуляция,Высокий,5,C
t07_h.md,t07,Координация и регуляция,Высокий,6,D
t07_h.md,t07,Координация и регуляция,Высокий,7,D
t07_h.md,t07,Координация и регуляция,Высокий,8,D
t07_h.md,t07,Координация и регуляция,Высокий,9,C
t07_h.md,t07,Координация и регуляция,Высокий,10,B
t07_h.md,t07,Координация и регуляция,Высокий,11,C
t07_h.md,t07,Координация и регуляция,Высокий,12,C
t07_h.md,t07,Координация и регуляция,Высокий,13,B
t07_h.md,t07,Координация и регуляция,Высокий,14,A
t07_h.md,t07,Координация и регуляция,Высокий,15,C
t07_h.md,t07,Координация и регуляция,Высокий,16,B
t07_h.md,t07,Координация и регуляция,Высокий,17,C
t07_h.md,t07,Координация и регуляция,Высокий,18,D
t07_h.md,t07,Координация и регуляция,Высокий,19,A
t07_h.md,t07,Координация и регуляция,Высокий,20,C
t07_h.md,t07,Координация и регуляция,Высокий,21,A
t07_h.md,t07,Координация и регуляция,Высокий,22,C
t07_h.md,t07,Координация и регуляция,Высокий,23,D
t07_h.md,t07,Координация и регуляция,Высокий,24,D
t07_h.md,t07,Координация и регуляция,Высокий,25,D
t07_h.md,t07,Координация и регуляция,Высокий,26,C
t07_h.md,t07,Координация и регуляция,Высокий,27,B
t07_h.md,t07,Координация и регуляция,Высокий,28,B
t07_h.md,t07,Координация и регуляция,Высокий,29,B
t07_h.md,t07,Координация и регуляция,Высокий,30,A
t07_h.md,t07,Координация и регуляция,Высокий,31,AD
t07_h.md,t07,Координация и регуляция,Высокий,32,AC
t07_h.md,t07,Координация и регуляция,Высокий,33,AD
t07_h.md,t07,Координация и регуляция,Высокий,34,BC
t07_h.md,t07,Координация и регуляция,Высокий,35,AC
t07_h.md,t07,Координация и регуляция,Высокий,36,1-D; 2-A; 3-B; 4-C
t07_h.md,t07,Координация и регуляция,Высокий,37,1-A; 2-B; 3-D; 4-C
t07_h.md,t07,Координация и регуляция,Высокий,38,1-C; 2-A; 3-D; 4-B
t07_h.md,t07,Координация и регуляция,Высокий,39,1-C; 2-D; 3-B; 4-A
t07_h.md,t07,Координация и регуляция,Высокий,40,1-A; 2-D; 3-C; 4-B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,1,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,2,B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,3,D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,4,B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,5,D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,6,B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,7,B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,8,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,9,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,10,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,11,D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,12,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,13,B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,14,B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,15,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,16,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,17,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,18,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,19,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,20,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,21,B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,22,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,23,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,24,D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,25,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,26,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,27,D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,28,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,29,C
t08_b.md,t08,Размножение. Рост и развитие,Базовый,30,A
t08_b.md,t08,Размножение. Рост и развитие,Базовый,31,AC
t08_b.md,t08,Размножение. Рост и развитие,Базовый,32,BD
t08_b.md,t08,Размножение. Рост и развитие,Базовый,33,AB
t08_b.md,t08,Размножение. Рост и развитие,Базовый,34,BC
t08_b.md,t08,Размножение. Рост и развитие,Базовый,35,AD
t08_b.md,t08,Размножение. Рост и развитие,Базовый,36,1-A; 2-D; 3-C; 4-B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,37,1-A; 2-B; 3-C; 4-D
t08_b.md,t08,Размножение. Рост и развитие,Базовый,38,1-D; 2-A; 3-C; 4-B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,39,1-C; 2-A; 3-D; 4-B
t08_b.md,t08,Размножение. Рост и развитие,Базовый,40,1-B; 2-A; 3-D; 4-C
t08_m.md,t08,Размножение. Рост и развитие,Средний,1,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,2,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,3,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,4,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,5,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,6,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,7,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,8,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,9,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,10,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,11,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,12,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,13,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,14,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,15,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,16,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,17,D
t08_m.md,t08,Размножение. Рост и развитие,Средний,18,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,19,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,20,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,21,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,22,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,23,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,24,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,25,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,26,D
t08_m.md,t08,Размножение. Рост и развитие,Средний,27,D
t08_m.md,t08,Размножение. Рост и развитие,Средний,28,B
t08_m.md,t08,Размножение. Рост и развитие,Средний,29,C
t08_m.md,t08,Размножение. Рост и развитие,Средний,30,A
t08_m.md,t08,Размножение. Рост и развитие,Средний,31,BC
t08_m.md,t08,Размножение. Рост и развитие,Средний,32,AD
t08_m.md,t08,Размножение. Рост и развитие,Средний,33,CD
t08_m.md,t08,Размножение. Рост и развитие,Средний,34,BD
