file,topic_no,topic,level,question_no,answer
t07_m.md,7,Газовые законы,Средний,9,D
t07_m.md,7,Газовые законы,Средний,10,D
t07_m.md,7,Газовые законы,Средний,11,D
t07_m.md,7,Газовые законы,Средний,12,A
t07_m.md,7,Газовые законы,Средний,13,D
t07_m.md,7,Газовые законы,Средний,14,A
t07_m.md,7,Газовые законы,Средний,15,B
t07_m.md,7,Газовые законы,Средний,16,D
t07_m.md,7,Газовые законы,Средний,17,B
t07_m.md,7,Газовые законы,Средний,18,C
t07_m.md,7,Газовые законы,Средний,19,D
t07_m.md,7,Газовые законы,Средний,20,D
t07_m.md,7,Газовые законы,Средний,21,B
t07_m.md,7,Газовые законы,Средний,22,C
t07_m.md,7,Газовые законы,Средний,23,A
t07_m.md,7,Газовые законы,Средний,24,D
t07_m.md,7,Газовые законы,Средний,25,D
t07_m.md,7,Газовые законы,Средний,26,D
t07_m.md,7,Газовые законы,Средний,27,A
t07_m.md,7,Газовые законы,Средний,28,D
t07_m.md,7,Газовые законы,Средний,29,D
t07_m.md,7,Газовые законы,Средний,30,D
t07_m.md,7,Газовые законы,Средний,31,"A,B,C"
t07_m.md,7,Газовые законы,Средний,32,"A,B,C"
t07_m.md,7,Газовые законы,Средний,33,"A,B,C"
t07_m.md,7,Газовые законы,Средний,34,"A,B"
t07_m.md,7,Газовые законы,Средний,35,"A,B,C"
t07_m.md,7,Газовые законы,Средний,36,1-B; 2-D; 3-A; 4-C
t07_m.md,7,Газовые законы,Средний,37,1-B; 2-D; 3-A; 4-C
t07_m.md,7,Газовые законы,Средний,38,1-B; 2-D; 3-A; 4-C
t07_m.md,7,Газовые законы,Средний,39,1-B; 2-D; 3-A; 4-C
t07_m.md,7,Газовые законы,Средний,40,1-B; 2-D; 3-A; 4-C
t07_h.md,7,Газовые законы,Высокий,1,D
t07_h.md,7,Газовые законы,Высокий,2,D
t07_h.md,7,Газовые законы,Высокий,3,D
t07_h.md,7,Газовые законы,Высокий,4,D
t07_h.md,7,Газовые законы,Высокий,5,B
t07_h.md,7,Газовые законы,Высокий,6,D
t07_h.md,7,Газовые законы,Высокий,7,A
t07_h.md,7,Газовые законы,Высокий,8,D
t07_h.md,7,Газовые законы,Высокий,9,D
t07_h.md,7,Газовые законы,Высокий,10,D
t07_h.md,7,Газовые законы,Высокий,11,D
t07_h.md,7,Газовые законы,Высокий,12,A
t07_h.md,7,Газовые законы,Высокий,13,D
t07_h.md,7,Газовые законы,Высокий,14,A
t07_h.md,7,Газовые законы,Высокий,15,B
t07_h.md,7,Газовые законы,Высокий,16,D
t07_h.md,7,Газовые законы,Высокий,17,B
t07_h.md,7,Газовые законы,Высокий,18,C
t07_h.md,7,Газовые законы,Высокий,19,D
t07_h.md,7,Газовые законы,Высокий,20,D
t07_h.md,7,Газовые законы,Высокий,21,B
t07_h.md,7,Газовые законы,Высокий,22,C
t07_h.md,7,Газовые законы,Высокий,23,A
t07_h.md,7,Газовые законы,Высокий,24,D
t07_h.md,7,Газовые законы,Высокий,25,D
t07_h.md,7,Газовые законы,Высокий,26,D
t07_h.md,7,Газовые законы,Высокий,27,A
t07_h.md,7,Газовые законы,Высокий,28,D
t07_h.md,7,Газовые законы,Высокий,29,D
t07_h.md,7,Газовые законы,Высокий,30,D
t07_h.md,7,Газовые законы,Высокий,31,"A,B,C"
t07_h.md,7,Газовые законы,Высокий,32,"A,B,C"
t07_h.md,7,Газовые законы,Высокий,33,"A,B,C"
t07_h.md,7,Газовые законы,Высокий,34,"A,B"
t07_h.md,7,Газовые законы,Высокий,35,"A,B,C"
t07_h.md,7,Газовые законы,Высокий,36,1-B; 2-D; 3-A; 4-C
t07_h.md,7,Газовые законы,Высокий,37,1-B; 2-D; 3-A; 4-C
t07_h.md,7,Газовые законы,Высокий,38,1-B; 2-D; 3-A; 4-C
t07_h.md,7,Газовые законы,Высокий,39,1-B; 2-D; 3-A; 4-C
t07_h.md,7,Газовые законы,Высокий,40,1-B; 2-D; 3-A; 4-C
t08_b.md,8,Основы термодинамики,Базовый,1,D
t08_b.md,8,Основы термодинамики,Базовый,2,A
t08_b.md,8,Основы термодинамики,Базовый,3,D
t08_b.md,8,Основы термодинамики,Базовый,4,D
t08_b.md,8,Основы термодинамики,Базовый,5,B
t08_b.md,8,Основы термодинамики,Базовый,6,D
t08_b.md,8,Основы термодинамики,Базовый,7,D
t08_b.md,8,Основы термодинамики,Базовый,8,D
t08_b.md,8,Основы термодинамики,Базовый,9,C
t08_b.md,8,Основы термодинамики,Базовый,10,D
t08_b.md,8,Основы термодинамики,Базовый,11,A
t08_b.md,8,Основы термодинамики,Базовый,12,D
t08_b.md,8,Основы термодинамики,Базовый,13,A
t08_b.md,8,Основы термодинамики,Базовый,14,B
t08_b.md,8,Основы термодинамики,Базовый,15,D
t08_b.md,8,Основы термодинамики,Базовый,16,B
t08_b.md,8,Основы термодинамики,Базовый,17,C
t08_b.md,8,Основы термодинамики,Базовый,18,D
t08_b.md,8,Основы термодинамики,Базовый,19,D
t08_b.md,8,Основы термодинамики,Базовый,20,B
t08_b.md,8,Основы термодинамики,Базовый,21,C
t08_b.md,8,Основы термодинамики,Базовый,22,A
t08_b.md,8,Основы термодинамики,Базовый,23,D
t08_b.md,8,Основы термодинамики,Базовый,24,D
t08_b.md,8,Основы термодинамики,Базовый,25,D
t08_b.md,8,Основы термодинамики,Базовый,26,C
t08_b.md,8,Основы термодинамики,Базовый,27,A
t08_b.md,8,Основы термодинамики,Базовый,28,D
t08_b.md,8,Основы термодинамики,Базовый,29,D
t08_b.md,8,Основы термодинамики,Базовый,30,D
t08_b.md,8,Основы термодинамики,Базовый,31,"A,B,C"
t08_b.md,8,Основы термодинамики,Базовый,32,"A,B,C"
t08_b.md,8,Основы термодинамики,Базовый,33,"A,B,C"
t08_b.md,8,Основы термодинамики,Базовый,34,"A,B"
t08_b.md,8,Основы термодинамики,Базовый,35,"A,B,C"
t08_b.md,8,Основы термодинамики,Базовый,36,1-B; 2-D; 3-A; 4-C
t08_b.md,8,Основы термодинамики,Базовый,37,1-B; 2-D; 3-A; 4-C
t08_b.md,8,Основы термодинамики,Базовый,38,1-B; 2-D; 3-A; 4-C
t08_b.md,8,Основы термодинамики,Базовый,39,1-B; 2-D; 3-A; 4-C
t08_b.md,8,Основы термодинамики,Базовый,40,1-B; 2-D; 3-A; 4-C
t08_m.md,8,Основы термодинамики,Средний,1,D
t08_m.md,8,Основы термодинамики,Средний,2,A
t08_m.md,8,Основы термодинамики,Средний,3,D
t08_m.md,8,Основы термодинамики,Средний,4,D
t08_m.md,8,Основы термодинамики,Средний,5,B
t08_m.md,8,Основы термодинамики,Средний,6,D
t08_m.md,8,Основы термодинамики,Средний,7,D
t08_m.md,8,Основы термодинамики,Средний,8,D
t08_m.md,8,Основы термодинамики,Средний,9,C
t08_m.md,8,Основы термодинамики,Средний,10,D
t08_m.md,8,Основы термодинамики,Средний,11,A
t08_m.md,8,Основы термодинамики,Средний,12,D
t08_m.md,8,Основы термодинамики,Средний,13,A
t08_m.md,8,Основы термодинамики,Средний,14,B
t08_m.md,8,Основы термодинамики,Средний,15,D
t08_m.md,8,Основы термодинамики,Средний,16,B
t08_m.md,8,Основы термодинамики,Средний,17,C
t08_m.md,8,Основы термодинамики,Средний,18,D
t08_m.md,8,Основы термодинамики,Средний,19,D
t08_m.md,8,Основы термодинамики,Средний,20,B
t08_m.md,8,Основы термодинамики,Средний,21,C
t08_m.md,8,Основы термодинамики,Средний,22,A
t08_m.md,8,Основы термодинамики,Средний,23,D
t08_m.md,8,Основы термодинамики,Средний,24,D
t08_m.md,8,Основы термодинамики,Средний,25,D
t08_m.md,8,Основы термодинамики,Средний,26,C
t08_m.md,8,Основы термодинамики,Средний,27,A
t08_m.md,8,Основы термодинамики,Средний,28,D
t08_m.md,8,Основы термодинамики,Средний,29,D
t08_m.md,8,Основы термодинамики,Средний,30,D
t08_m.md,8,Основы термодинамики,Средний,31,"A,B,C"
t08_m.md,8,Основы термодинамики,Средний,32,"A,B,C"
t08_m.md,8,Основы термодинамики,Средний,33,"A,B,C"
t08_m.md,8,Основы термодинамики,Средний,34,"A,B"
t08_m.md,8,Основы термодинамики,Средний,35,"A,B,C"
t08_m.md,8,Основы термодинамики,Средний,36,1-B; 2-D; 3-A; 4-C
t08_m.md,8,Основы термодинамики,Средний,37,1-B; 2-D; 3-A; 4-C
t08_m.md,8,Основы термодинамики,Средний,38,1-B; 2-D; 3-A; 4-C
t08_m.md,8,Основы термодинамики,Средний,39,1-B; 2-D; 3-A; 4-C
t08_m.md,8,Основы термодинамики,Средний,40,1-B; 2-D; 3-A; 4-C
t08_h.md,8,Основы термодинамики,Высокий,1,D
t08_h.md,8,Основы термодинамики,Высокий,2,A
t08_h.md,8,Основы термодинамики,Высокий,3,D
t08_h.md,8,Основы термодинамики,Высокий,4,D
t08_h.md,8,Основы термодинамики,Высокий,5,B
t08_h.md,8,Основы термодинамики,Высокий,6,D
t08_h.md,8,Основы термодинамики,Высокий,7,D
t08_h.md,8,Основы термодинамики,Высокий,8,D
t08_h.md,8,Основы термодинамики,Высокий,9,C
t08_h.md,8,Основы термодинамики,Высокий,10,D
t08_h.md,8,Основы термодинамики,Высокий,11,A
t08_h.md,8,Основы термодинамики,Высокий,12,D
t08_h.md,8,Основы термодинамики,Высокий,13,A
t08_h.md,8,Основы термодинамики,Высокий,14,B
t08_h.md,8,Основы термодинамики,Высокий,15,D
t08_h.md,8,Основы термодинамики,Высокий,16,B
t08_h.md,8,Основы термодинамики,Высокий,17,C
t08_h.md,8,Основы термодинамики,Высокий,18,D
t08_h.md,8,Основы термодинамики,Высокий,19,D
t08_h.md,8,Основы термодинамики,Высокий,20,B
t08_h.md,8,Основы термодинамики,Высокий,21,C
t08_h.md,8,Основы термодинамики,Высокий,22,A
t08_h.md,8,Основы термодинамики,Высокий,23,D
t08_h.md,8,Основы термодинамики,Высокий,24,D
t08_h.md,8,Основы термодинамики,Высокий,25,D
t08_h.md,8,Основы термодинамики,Высокий,26,C
t08_h.md,8,Основы термодинамики,Высокий,27,A
t08_h.md,8,Основы термодинамики,Высокий,28,D
t08_h.md,8,Основы термодинамики,Высокий,29,D
t08_h.md,8,Основы термодинамики,Высокий,30,D
t08_h.md,8,Основы термодинамики,Высокий,31,"A,B,C"
t08_h.md,8,Основы термодинамики,Высокий,32,"A,B,C"
t08_h.md,8,Основы термодинамики,Высокий,33,"A,B,C"
t08_h.md,8,Основы термодинамики,Высокий,34,"A,B"
t08_h.md,8,Основы термодинамики,Высокий,35,"A,B,C"
t08_h.md,8,Основы термодинамики,Высокий,36,1-B; 2-D; 3-A; 4-C
t08_h.md,8,Основы термодинамики,Высокий,37,1-B; 2-D; 3-A; 4-C
t08_h.md,8,Основы термодинамики,Высокий,38,1-B; 2-D; 3-A; 4-C
t08_h.md,8,Основы термодинамики,Высокий,39,1-B; 2-D; 3-A; 4-C
t08_h.md,8,Основы термодинамики,Высокий,40,1-B; 2-D; 3-A; 4-C
t09_b.md,9,Жидкие и твердые тела,Базовый,1,D
t09_b.md,9,Жидкие и твердые тела,Базовый,2,C
t09_b.md,9,Жидкие и твердые тела,Базовый,3,D
t09_b.md,9,Жидкие и твердые тела,Базовый,4,D
t09_b.md,9,Жидкие и твердые тела,Базовый,5,D
t09_b.md,9,Жидкие и твердые тела,Базовый,6,D
t09_b.md,9,Жидкие и твердые тела,Базовый,7,D
t09_b.md,9,Жидкие и твердые тела,Базовый,8,D
t09_b.md,9,Жидкие и твердые тела,Базовый,9,D
t09_b.md,9,Жидкие и твердые тела,Базовый,10,A
t09_b.md,9,Жидкие и твердые тела,Базовый,11,D
t09_b.md,9,Жидкие и твердые тела,Базовый,12,A
t09_b.md,9,Жидкие и твердые тела,Базовый,13,B
t09_b.md,9,Жидкие и твердые тела,Базовый,14,D
t09_b.md,9,Жидкие и твердые тела,Базовый,15,B
t09_b.md,9,Жидкие и твердые тела,Базовый,16,C
t09_b.md,9,Жидкие и твердые тела,Базовый,17,D
t09_b.md,9,Жидкие и твердые тела,Базовый,18,D
t09_b.md,9,Жидкие и твердые тела,Базовый,19,B
t09_b.md,9,Жидкие и твердые тела,Базовый,20,C
t09_b.md,9,Жидкие и твердые тела,Базовый,21,A
t09_b.md,9,Жидкие и твердые тела,Базовый,22,D
t09_b.md,9,Жидкие и твердые тела,Базовый,23,D
t09_b.md,9,Жидкие и твердые тела,Базовый,24,D
t09_b.md,9,Жидкие и твердые тела,Базовый,25,D
t09_b.md,9,Жидкие и твердые тела,Базовый,26,D
t09_b.md,9,Жидкие и твердые тела,Базовый,27,A
t09_b.md,9,Жидкие и твердые тела,Базовый,28,D
t09_b.md,9,Жидкие и твердые тела,Базовый,29,D
t09_b.md,9,Жидкие и твердые тела,Базовый,30,D
t09_b.md,9,Жидкие и твердые тела,Базовый,31,"A,B,C"
t09_b.md,9,Жидкие и твердые тела,Базовый,32,"A,B,C"
t09_b.md,9,Жидкие и твердые тела,Базовый,33,"A,B,C"
t09_b.md,9,Жидкие и твердые тела,Базовый,34,"A,B"
t09_b.md,9,Жидкие и твердые тела,Базовый,35,"A,B,C"
t09_b.md,9,Жидкие и твердые тела,Базовый,36,1-B; 2-D; 3-A; 4-C
t09_b.md,9,Жидкие и твердые тела,Базовый,37,1-B; 2-D; 3-A; 4-C
t09_b.md,9,Жидкие и твердые тела,Базовый,38,1-B; 2-D; 3-A; 4-C
t09_b.md,9,Жидкие и твердые тела,Базовый,39,1-B; 2-D; 3-A; 4-C
t09_b.md,9,Жидкие и твердые тела,Базовый,40,1-B; 2-D; 3-A; 4-C
t09_m.md,9,Жидкие и твердые тела,Средний,1,D
t09_m.md,9,Жидкие и твердые тела,Средний,2,C
t09_m.md,9,Жидкие и твердые тела,Средний,3,D
t09_m.md,9,Жидкие и твердые тела,Средний,4,D
t09_m.md,9,Жидкие и твердые тела,Средний,5,D
t09_m.md,9,Жидкие и твердые тела,Средний,6,D
t09_m.md,9,Жидкие и твердые тела,Средний,7,D
t09_m.md,9,Жидкие и твердые тела,Средний,8,D
t09_m.md,9,Жидкие и твердые тела,Средний,9,D
t09_m.md,9,Жидкие и твердые тела,Средний,10,A
t09_m.md,9,Жидкие и твердые тела,Средний,11,D
t09_m.md,9,Жидкие и твердые тела,Средний,12,A
t09_m.md,9,Жидкие и твердые тела,Средний,13,B
t09_m.md,9,Жидкие и твердые тела,Средний,14,D
t09_m.md,9,Жидкие и твердые тела,Средний,15,B
t09_m.md,9,Жидкие и твердые тела,Средний,16,C
t09_m.md,9,Жидкие и твердые тела,Средний,17,D
t09_m.md,9,Жидкие и твердые тела,Средний,18,D
t09_m.md,9,Жидкие и твердые тела,Средний,19,B
t09_m.md,9,Жидкие и твердые тела,Средний,20,C
t09_m.md,9,Жидкие и твердые тела,Средний,21,A
t09_m.md,9,Жидкие и твердые тела,Средний,22,D
t09_m.md,9,Жидкие и твердые тела,Средний,23,D
t09_m.md,9,Жидкие и твердые тела,Средний,24,D
t09_m.md,9,Жидкие и твердые тела,Средний,25,D
t09_m.md,9,Жидкие и твердые тела,Средний,26,D
t09_m.md,9,Жидкие и твердые тела,Средний,27,A
t09_m.md,9,Жидкие и твердые тела,Средний,28,D
t09_m.md,9,Жидкие и твердые тела,Средний,29,D
t09_m.md,9,Жидкие и твердые тела,Средний,30,D
t09_m.md,9,Жидкие и твердые тела,Средний,31,"A,B,C"
t09_m.md,9,Жидкие и твердые тела,Средний,32,"A,B,C"
t09_m.md,9,Жидкие и твердые тела,Средний,33,"A,B,C"
t09_m.md,9,Жидкие и твердые тела,Средний,34,"A,B"
t09_m.md,9,Жидкие и твердые тела,Средний,35,"A,B,C"
t09_m.md,9,Жидкие и твердые тела,Средний,36,1-B; 2-D; 3-A; 4-C
t09_m.md,9,Жидкие и твердые тела,Средний,37,1-B; 2-D; 3-A; 4-C
t09_m.md,9,Жидкие и твердые тела,Средний,38,1-B; 2-D; 3-A; 4-C
t09_m.md,9,Жидкие и твердые тела,Средний,39,1-B; 2-D; 3-A; 4-C
t09_m.md,9,Жидкие и твердые тела,Средний,40,1-B; 2-D; 3-A; 4-C
t09_h.md,9,Жидкие и твердые тела,Высокий,1,D
t09_h.md,9,Жидкие и твердые тела,Высокий,2,C
t09_h.md,9,Жидкие и твердые тела,Высокий,3,D
t09_h.md,9,Жидкие и твердые тела,Высокий,4,D
t09_h.md,9,Жидкие и твердые тела,Высокий,5,D
t09_h.md,9,Жидкие и твердые тела,Высокий,6,D
t09_h.md,9,Жидкие и твердые тела,Высокий,7,D
t09_h.md,9,Жидкие и твердые тела,Высокий,8,D
t09_h.md,9,Жидкие и твердые тела,Высокий,9,D
t09_h.md,9,Жидкие и твердые тела,Высокий,10,A
t09_h.md,9,Жидкие и твердые тела,Высокий,11,D
t09_h.md,9,Жидкие и твердые тела,Высокий,12,A
t09_h.md,9,Жидкие и твердые тела,Высокий,13,B
t09_h.md,9,Жидкие и твердые тела,Высокий,14,D
t09_h.md,9,Жидкие и твердые тела,Высокий,15,B
t09_h.md,9,Жидкие и твердые тела,Высокий,16,C
t09_h.md,9,Жидкие и твердые тела,Высокий,17,D
t09_h.md,9,Жидкие и твердые тела,Высокий,18,D
t09_h.md,9,Жидкие и твердые тела,Высокий,19,B
t09_h.md,9,Жидкие и твердые тела,Высокий,20,C
t09_h.md,9,Жидкие и твердые тела,Высокий,21,A
t09_h.md,9,Жидкие и твердые тела,Высокий,22,D
t09_h.md,9,Жидкие и твердые тела,Высокий,23,D
t09_h.md,9,Жидкие и твердые тела,Высокий,24,D
t09_h.md,9,Жидкие и твердые тела,Высокий,25,D
t09_h.md,9,Жидкие и твердые тела,Высокий,26,D
t09_h.md,9,Жидкие и твердые тела,Высокий,27,A
t09_h.md,9,Жидкие и твердые тела,Высокий,28,D
t09_h.md,9,Жидкие и твердые тела,Высокий,29,D
t09_h.md,9,Жидкие и твердые тела,Высокий,30,D
t09_h.md,9,Жидкие и твердые тела,Высокий,31,"A,B,C"
t09_h.md,9,Жидкие и твердые тела,Высокий,32,"A,B,C"
t09_h.md,9,Жидкие и твердые тела,Высокий,33,"A,B,C"
t09_h.md,9,Жидкие и твердые тела,Высокий,34,"A,B"
t09_h.md,9,Жидкие и твердые тела,Высокий,35,"A,B,C"
t09_h.md,9,Жидкие и твердые тела,Высокий,36,1-B; 2-D; 3-A; 4-C
t09_h.md,9,Жидкие и твердые тела,Высокий,37,1-B; 2-D; 3-A; 4-C
t09_h.md,9,Жидкие и твердые тела,Высокий,38,1-B; 2-D; 3-A; 4-C
t09_h.md,9,Жидкие и твердые тела,Высокий,39,1-B; 2-D; 3-A; 4-C
t09_h.md,9,Жидкие и твердые тела,Высокий,40,1-B; 2-D; 3-A; 4-C
t10_b.md,10,Электростатика,Базовый,1,D
t10_b.md,10,Электростатика,Базовый,2,A
t10_b.md,10,Электростатика,Базовый,3,A
t10_b.md,10,Электростатика,Базовый,4,C
t10_b.md,10,Электростатика,Базовый,5,D
t10_b.md,10,Электростатика,Базовый,6,D
t10_b.md,10,Электростатика,Базовый,7,D
t10_b.md,10,Электростатика,Базовый,8,D
t10_b.md,10,Электростатика,Базовый,9,A
t10_b.md,10,Электростатика,Базовый,10,D
t10_b.md,10,Электростатика,Базовый,11,A
t10_b.md,10,Электростатика,Базовый,12,B
t10_b.md,10,Электростатика,Базовый,13,D
t10_b.md,10,Электростатика,Базовый,14,B
t10_b.md,10,Электростатика,Базовый,15,C
t10_b.md,10,Электростатика,Базовый,16,D
t10_b.md,10,Электростатика,Базовый,17,D
t10_b.md,10,Электростатика,Базовый,18,B
t10_b.md,10,Электростатика,Базовый,19,C
t10_b.md,10,Электростатика,Базовый,20,A
t10_b.md,10,Электростатика,Базовый,21,D
t10_b.md,10,Электростатика,Базовый,22,D
t10_b.md,10,Электростатика,Базовый,23,D
t10_b.md,10,Электростатика,Базовый,24,D
t10_b.md,10,Электростатика,Базовый,25,D
t10_b.md,10,Электростатика,Базовый,26,D
t10_b.md,10,Электростатика,Базовый,27,A
t10_b.md,10,Электростатика,Базовый,28,D
t10_b.md,10,Электростатика,Базовый,29,D
t10_b.md,10,Электростатика,Базовый,30,D
t10_b.md,10,Электростатика,Базовый,31,"A,B,C"
t10_b.md,10,Электростатика,Базовый,32,"A,B,C"
t10_b.md,10,Электростатика,Базовый,33,"A,B,C"
t10_b.md,10,Электростатика,Базовый,34,"A,B"
t10_b.md,10,Электростатика,Базовый,35,"A,B,C"
t10_b.md,10,Электростатика,Базовый,36,1-B; 2-D; 3-A; 4-C
t10_b.md,10,Электростатика,Базовый,37,1-B; 2-D; 3-A; 4-C
t10_b.md,10,Электростатика,Базовый,38,1-B; 2-D; 3-A; 4-C
t10_b.md,10,Электростатика,Базовый,39,1-B; 2-D; 3-A; 4-C
t10_b.md,10,Электростатика,Базовый,40,1-B; 2-D; 3-A; 4-C
t10_m.md,10,Электростатика,Средний,1,D
t10_m.md,10,Электростатика,Средний,2,A
t10_m.md,10,Электростатика,Средний,3,A
t10_m.md,10,Электростатика,Средний,4,C
t10_m.md,10,Электростатика,Средний,5,D
t10_m.md,10,Электростатика,Средний,6,D
t10_m.md,10,Электростатика,Средний,7,D
t10_m.md,10,Электростатика,Средний,8,D
t10_m.md,10,Электростатика,Средний,9,A
t10_m.md,10,Электростатика,Средний,10,D
t10_m.md,10,Электростатика,Средний,11,A
t10_m.md,10,Электростатика,Средний,12,B
t10_m.md,10,Электростатика,Средний,13,D
t10_m.md,10,Электростатика,Средний,14,B
t10_m.md,10,Электростатика,Средний,15,C
t10_m.md,10,Электростатика,Средний,16,D
t10_m.md,10,Электростатика,Средний,17,D
t10_m.md,10,Электростатика,Средний,18,B
t10_m.md,10,Электростатика,Средний,19,C
t10_m.md,10,Электростатика,Средний,20,A
t10_m.md,10,Электростатика,Средний,21,D
t10_m.md,10,Электростатика,Средний,22,D
t10_m.md,10,Электростатика,Средний,23,D
t10_m.md,10,Электростатика,Средний,24,D
t10_m.md,10,Электростатика,Средний,25,D
t10_m.md,10,Электростатика,Средний,26,D
t10_m.md,10,Электростатика,Средний,27,A
t10_m.md,10,Электростатика,Средний,28,D
t10_m.md,10,Электростатика,Средний,29,D
t10_m.md,10,Электростатика,Средний,30,D
t10_m.md,10,Электростатика,Средний,31,"A,B,C"
t10_m.md,10,Электростатика,Средний,32,"A,B,C"
t10_m.md,10,Электростатика,Средний,33,"A,B,C"
t10_m.md,10,Электростатика,Средний,34,"A,B"
t10_m.md,10,Электростатика,Средний,35,"A,B,C"
t10_m.md,10,Электростатика,Средний,36,1-B; 2-D; 3-A; 4-C
t10_m.md,10,Электростатика,Средний,37,1-B; 2-D; 3-A; 4-C
t10_m.md,10,Электростатика,Средний,38,1-B; 2-D; 3-A; 4-C
t10_m.md,10,Электростатика,Средний,39,1-B; 2-D; 3-A; 4-C
t10_m.md,10,Электростатика,Средний,40,1-B; 2-D; 3-A; 4-C
t10_h.md,10,Электростатика,Высокий,1,D
t10_h.md,10,Электростатика,Высокий,2,A
t10_h.md,10,Электростатика,Высокий,3,A
t10_h.md,10,Электростатика,Высокий,4,C
t10_h.md,10,Электростатика,Высокий,5,D
t10_h.md,10,Электростатика,Высокий,6,D
t10_h.md,10,Электростатика,Высокий,7,D
t10_h.md,10,Электростатика,Высокий,8,D
t10_h.md,10,Электростатика,Высокий,9,A
t10_h.md,10,Электростатика,Высокий,10,D
t10_h.md,10,Электростатика,Высокий,11,A
t10_h.md,10,Электростатика,Высокий,12,B
t10_h.md,10,Электростатика,Высокий,13,D
t10_h.md,10,Электростатика,Высокий,14,B
t10_h.md,10,Электростатика,Высокий,15,C
t10_h.md,10,Электростатика,Высокий,16,D
t10_h.md,10,Электростатика,Высокий,17,D
t10_h.md,10,Электростатика,Высокий,18,B
t10_h.md,10,Электростатика,Высокий,19,C
t10_h.md,10,Электростатика,Высокий,20,A
t10_h.md,10,Электростатика,Высокий,21,D
t10_h.md,10,Электростатика,Высокий,22,D
t10_h.md,10,Электростатика,Высокий,23,D
t10_h.md,10,Электростатика,Высокий,24,D
t10_h.md,10,Электростатика,Высокий,25,D
t10_h.md,10,Электростатика,Высокий,26,D
t10_h.md,10,Электростатика,Высокий,27,A
t10_h.md,10,Электростатика,Высокий,28,D
t10_h.md,10,Электростатика,Высокий,29,D
t10_h.md,10,Электростатика,Высокий,30,D
t10_h.md,10,Электростатика,Высокий,31,"A,B,C"
t10_h.md,10,Электростатика,Высокий,32,"A,B,C"
t10_h.md,10,Электростатика,Высокий,33,"A,B,C"
t10_h.md,10,Электростатика,Высокий,34,"A,B"
t10_h.md,10,Электростатика,Высокий,35,"A,B,C"
t10_h.md,10,Электростатика,Высокий,36,1-B; 2-D; 3-A; 4-C
t10_h.md,10,Электростатика,Высокий,37,1-B; 2-D; 3-A; 4-C
t10_h.md,10,Электростатика,Высокий,38,1-B; 2-D; 3-A; 4-C
t10_h.md,10,Электростатика,Высокий,39,1-B; 2-D; 3-A; 4-C
t10_h.md,10,Электростатика,Высокий,40,1-B; 2-D; 3-A; 4-C
t11_b.md,11,Постоянный ток,Базовый,1,D
t11_b.md,11,Постоянный ток,Базовый,2,D
t11_b.md,11,Постоянный ток,Базовый,3,B
t11_b.md,11,Постоянный ток,Базовый,4,D
t11_b.md,11,Постоянный ток,Базовый,5,D
t11_b.md,11,Постоянный ток,Базовый,6,D
t11_b.md,11,Постоянный ток,Базовый,7,D
t11_b.md,11,Постоянный ток,Базовый,8,D
t11_b.md,11,Постоянный ток,Базовый,9,D
t11_b.md,11,Постоянный ток,Базовый,10,A
t11_b.md,11,Постоянный ток,Базовый,11,B
t11_b.md,11,Постоянный ток,Базовый,12,D
t11_b.md,11,Постоянный ток,Базовый,13,B
t11_b.md,11,Постоянный ток,Базовый,14,C
t11_b.md,11,Постоянный ток,Базовый,15,D
t11_b.md,11,Постоянный ток,Базовый,16,D
t11_b.md,11,Постоянный ток,Базовый,17,B
t11_b.md,11,Постоянный ток,Базовый,18,C
t11_b.md,11,Постоянный ток,Базовый,19,A
t11_b.md,11,Постоянный ток,Базовый,20,D
t11_b.md,11,Постоянный ток,Базовый,21,D
t11_b.md,11,Постоянный ток,Базовый,22,D
t11_b.md,11,Постоянный ток,Базовый,23,D
t11_b.md,11,Постоянный ток,Базовый,24,D
t11_b.md,11,Постоянный ток,Базовый,25,A
t11_b.md,11,Постоянный ток,Базовый,26,D
t11_b.md,11,Постоянный ток,Базовый,27,A
t11_b.md,11,Постоянный ток,Базовый,28,D
t11_b.md,11,Постоянный ток,Базовый,29,D
t11_b.md,11,Постоянный ток,Базовый,30,D
t11_b.md,11,Постоянный ток,Базовый,31,"A,B,C"
t11_b.md,11,Постоянный ток,Базовый,32,"A,B,C"
t11_b.md,11,Постоянный ток,Базовый,33,"A,B,C"
t11_b.md,11,Постоянный ток,Базовый,34,"A,B"
t11_b.md,11,Постоянный ток,Базовый,35,"A,B,C"
t11_b.md,11,Постоянный ток,Базовый,36,1-B; 2-D; 3-A; 4-C
t11_b.md,11,Постоянный ток,Базовый,37,1-B; 2-D; 3-A; 4-C
t11_b.md,11,Постоянный ток,Базовый,38,1-B; 2-D; 3-A; 4-C
t11_b.md,11,Постоянный ток,Базовый,39,1-B; 2-D; 3-A; 4-C
t11_b.md,11,Постоянный ток,Базовый,40,1-B; 2-D; 3-A; 4-C
t11_m.md,11,Постоянный ток,Средний,1,D
t11_m.md,11,Постоянный ток,Средний,2,D
t11_m.md,11,Постоянный ток,Средний,3,B
t11_m.md,11,Постоянный ток,Средний,4,D
t11_m.md,11,Постоянный ток,Средний,5,D
t11_m.md,11,Постоянный ток,Средний,6,D
t11_m.md,11,Постоянный ток,Средний,7,D
t11_m.md,11,Постоянный ток,Средний,8,D
